,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,0.33,0.95,0.52,1.0,0.23,0.77,0.44,0.75,0.49,0.48
TEMP_1,,,,,,,,,,,
PRES_1,0.93,0.23,0.87,0.9,0.93,0.26,0.72,0.41,0.69,0.47,0.47
PRES_0,0.07,,0.1,0.01,0.07,0.01,0.05,0.03,0.06,0.02,0.02
DEWP_0,1.0,0.26,0.95,0.53,1.0,0.28,0.77,0.44,0.75,0.49,0.48
DEWP_1,,,,,,,,,,,
WSPM_0,0.74,0.15,0.71,0.33,0.74,0.13,0.55,0.41,0.6,0.31,0.28
WSPM_1,0.26,,0.25,0.26,0.26,,0.22,0.07,0.16,0.25,0.48
PM10_0,0.59,0.15,0.55,0.55,0.59,,0.46,0.21,0.35,0.42,1.18
PM10_1,0.29,0.06,0.29,0.09,0.29,0.04,0.22,0.2,0.3,0.09,0.1
PM10_2,0.11,,0.11,0.04,0.11,0.01,0.09,0.07,0.2,0.05,0.01
