,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.78,0.9,0.85,1.05,0.97,0.75,0.81,0.6,0.75,0.69,0.56
TEMP_0,1.05,0.64,1.06,0.68,0.77,1.19,0.82,0.61,0.78,0.74,0.56
PRES_0,0.8,0.85,0.81,1.26,0.96,0.75,0.82,0.61,0.76,0.69,0.52
PRES_1,1.03,0.65,1.29,0.59,0.77,1.33,0.81,0.61,0.77,0.75,0.65
DEWP_0,0.93,0.67,1.0,0.72,0.75,1.23,0.82,0.61,0.78,0.73,0.58
DEWP_1,0.79,0.98,0.83,1.19,1.18,0.67,0.81,0.6,0.75,0.68,0.53
WSPM_0,0.85,0.77,0.9,0.86,0.89,0.82,0.81,0.61,0.78,0.69,0.5
WSPM_1,0.88,0.75,0.95,0.82,0.84,0.94,0.82,0.59,0.74,0.75,0.71
PM10_0,0.88,0.75,0.96,0.82,0.85,0.91,0.81,0.6,0.7,0.76,1.07
PM10_1,0.84,0.78,0.87,0.88,0.91,0.81,0.82,0.61,0.84,0.66,0.46
PM10_2,0.84,0.74,0.91,0.89,0.91,0.88,0.81,0.61,0.85,0.7,0.31
