,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,,1.0,0.5,1.0,0.22,1.05,0.96,0.95,0.91,0.61
TEMP_1,,,,,,,,,,,
PRES_1,1.0,0.15,1.04,0.2,1.0,0.19,1.05,0.99,0.98,0.87,0.58
PRES_0,1.0,,0.47,4.58,1.0,,1.13,0.64,0.55,1.51,1.07
DEWP_0,1.0,0.14,1.0,0.49,1.0,0.15,1.05,0.96,0.95,0.91,0.61
DEWP_1,1.0,,0.71,,0.84,22.68,1.2,,,1.32,
WSPM_0,1.0,0.17,1.0,0.53,1.0,0.23,1.17,0.6,0.84,1.06,0.71
WSPM_1,1.0,,1.01,0.4,1.0,,0.72,2.0,1.25,0.5,0.32
PM10_0,1.0,0.19,1.03,0.29,1.0,,0.97,1.36,1.34,0.44,0.1
PM10_1,1.0,,0.97,0.8,1.0,0.26,1.18,0.43,0.51,1.89,0.56
PM10_2,1.0,,0.95,0.88,1.0,0.73,1.17,0.28,0.09,0.89,3.33
