,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.04,1.18,0.12,0.05,0.06,0.22,0.08,0.08,0.08,0.08,0.11
TEMP_0,0.73,0.02,0.04,0.15,0.09,0.03,0.05,0.05,0.05,0.05,0.04
PRES_1,0.27,0.14,0.12,2.76,0.25,0.13,0.19,0.17,0.18,0.2,0.19
PRES_0,0.01,0.04,0.2,,0.01,0.06,0.01,0.02,0.02,0.01,0.01
DEWP_1,0.1,0.26,0.19,0.1,0.09,3.44,0.13,0.28,0.17,0.12,0.14
DEWP_0,0.06,0.01,0.02,0.09,0.51,0.01,0.02,0.01,0.02,0.03,0.02
WSPM_0,0.53,0.53,0.54,0.51,0.49,0.61,0.48,1.4,0.59,0.47,0.46
WSPM_1,,,,,,,,,,,
PM10_0,0.1,0.1,0.09,0.11,0.12,0.08,0.11,0.06,0.06,0.56,
PM10_1,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.04,0.08,0.01,0.03
PM10_2,,,,,,,,,,,
