,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,510.95,1.05,10.71,1.0,174.74,1.19,2.62,1.49,2.47,6.43
TEMP_1,,,,,,,,,,,
PRES_1,0.81,349.87,0.84,12.16,0.81,156.05,0.97,2.12,1.2,2.03,5.37
PRES_0,,,,,,0.03,,,,,
DEWP_0,0.99,445.48,1.04,10.68,0.99,193.54,1.19,2.61,1.48,2.46,6.4
DEWP_1,,,,,,,,,,,
WSPM_0,0.4,154.22,0.42,3.9,0.4,57.52,0.47,1.21,0.63,0.91,2.25
WSPM_1,0.02,,0.02,0.3,0.02,,0.02,0.04,0.02,0.07,0.28
PM10_0,0.2,80.86,0.21,3.04,0.2,,0.24,0.48,0.27,0.62,3.24
PM10_1,0.02,,0.03,0.2,0.02,2.88,0.03,0.08,0.05,0.05,0.13
PM10_2,,,,0.01,,0.11,,,,,
