,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,,1.04,3.79,1.0,18.48,1.16,1.95,1.31,1.85,2.99
TEMP_1,,,,,,,,,,,
PRES_1,0.97,27.49,1.0,3.66,0.97,18.68,1.12,1.89,1.26,1.78,2.91
PRES_0,0.26,,0.27,1.0,0.27,,0.31,0.48,0.33,0.49,0.76
DEWP_0,1.0,28.45,1.04,3.78,1.0,18.46,1.16,1.95,1.31,1.85,2.99
DEWP_1,0.05,,0.05,,0.05,1.0,0.07,,,0.1,
WSPM_0,0.86,23.71,0.89,3.15,0.86,14.43,1.0,1.68,1.13,1.56,2.49
WSPM_1,0.51,,0.53,2.26,0.51,,0.59,1.0,0.66,1.09,2.06
PM10_0,0.77,20.31,0.79,3.01,0.77,,0.88,1.53,1.0,1.41,3.13
PM10_1,0.54,,0.56,1.98,0.54,7.89,0.63,1.01,0.73,1.0,1.47
PM10_2,0.33,,0.34,1.32,0.33,5.66,0.39,0.53,0.32,0.62,1.0
