,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.53,0.89,0.7,0.58,0.57,1.0,0.6,0.49,0.58,0.56,0.89
TEMP_0,0.76,0.47,0.53,0.84,0.75,0.51,0.55,0.48,0.57,0.52,0.57
PRES_1,0.8,0.66,0.66,1.18,0.84,0.72,0.71,0.62,0.71,0.67,0.86
PRES_0,0.39,0.69,0.64,0.35,0.41,0.83,0.43,0.34,0.42,0.4,0.53
DEWP_1,0.62,0.89,0.77,0.65,0.62,1.31,0.67,0.57,0.68,0.61,0.8
DEWP_0,0.65,0.4,0.44,0.85,0.87,0.38,0.47,0.39,0.46,0.47,0.6
WSPM_0,0.88,0.94,0.91,0.94,0.9,1.06,0.85,0.76,0.87,0.77,0.95
WSPM_1,0.26,0.22,0.23,0.32,0.32,0.21,0.23,0.16,0.21,0.31,1.09
PM10_0,0.66,0.66,0.66,0.77,0.72,0.68,0.63,0.49,0.56,0.67,2.59
PM10_1,0.44,0.48,0.46,0.43,0.43,0.6,0.43,0.41,0.49,0.35,0.39
PM10_2,0.18,0.15,0.16,0.18,0.17,0.18,0.16,0.12,0.2,0.14,0.09
