,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,28.48,1.04,3.79,1.0,18.48,1.16,1.95,1.31,1.85,2.99
TEMP_1,,,,,,,,,,,
PRES_1,0.97,27.49,1.0,3.66,0.97,18.15,1.12,1.9,1.26,1.78,2.9
PRES_0,0.26,,0.27,1.0,0.26,4.56,0.31,0.44,0.32,0.5,0.78
DEWP_0,1.0,28.45,1.03,3.78,1.0,18.46,1.16,1.95,1.31,1.85,2.99
DEWP_1,0.05,,0.06,,0.05,1.0,0.07,,,0.09,
WSPM_0,0.86,24.01,0.89,3.07,0.86,13.66,1.0,1.68,1.13,1.55,2.42
WSPM_1,0.51,,0.53,2.52,0.51,,0.59,1.0,0.66,1.08,2.41
PM10_0,0.77,20.56,0.79,3.18,0.77,,0.88,1.53,1.0,1.41,2.87
PM10_1,0.54,,0.56,1.9,0.54,8.15,0.63,1.05,0.73,1.0,1.44
PM10_2,0.33,,0.34,1.32,0.33,5.11,0.39,0.51,0.36,0.62,1.0
