,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,0.6,1.03,1.0,1.0,1.03,1.2,1.74,1.21,1.6,1.3
TEMP_1,,,,,,,,,,,
PRES_1,1.0,0.76,1.05,0.62,1.0,0.88,1.2,1.77,1.23,1.56,1.23
PRES_0,1.0,,0.84,6.16,1.0,2.9,1.24,1.26,0.96,2.21,2.08
DEWP_0,1.0,0.71,1.03,0.99,1.0,0.9,1.2,1.74,1.21,1.6,1.29
DEWP_1,1.0,,1.05,,1.0,43.77,1.24,,,2.12,
WSPM_0,1.0,0.86,1.03,1.01,1.0,0.74,1.23,1.49,1.16,1.73,1.38
WSPM_1,1.0,,1.03,0.97,1.0,,1.13,2.44,1.36,1.25,1.05
PM10_0,1.0,0.69,1.04,0.79,1.0,,1.18,2.19,1.43,1.23,0.61
PM10_1,1.0,1.03,1.02,1.31,1.0,0.94,1.23,1.22,1.07,2.27,1.43
PM10_2,1.0,,1.02,1.39,1.0,1.81,1.23,0.7,0.45,1.86,4.34
