,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.84,0.9,0.91,1.03,1.01,0.78,0.88,0.61,0.78,0.71,0.48
TEMP_0,1.19,0.73,1.22,0.76,0.9,1.32,0.97,0.68,0.89,0.83,0.53
PRES_0,0.84,0.85,0.87,1.15,0.97,0.77,0.87,0.6,0.77,0.7,0.44
PRES_1,1.21,0.76,1.45,0.69,0.93,1.49,0.99,0.7,0.91,0.86,0.62
DEWP_0,1.0,0.7,1.07,0.74,0.82,1.22,0.9,0.63,0.82,0.75,0.51
DEWP_1,0.91,1.04,0.97,1.24,1.26,0.76,0.95,0.66,0.83,0.76,0.49
WSPM_0,0.89,0.76,0.94,0.84,0.92,0.84,0.87,0.61,0.79,0.7,0.43
WSPM_1,1.06,0.89,1.14,0.94,1.01,1.09,1.01,0.69,0.88,0.86,0.68
PM10_0,0.99,0.81,1.07,0.86,0.94,0.99,0.93,0.64,0.78,0.81,0.91
PM10_1,0.97,0.87,1.02,0.95,1.03,0.9,0.96,0.67,0.92,0.75,0.42
PM10_2,1.4,1.17,1.51,1.34,1.46,1.4,1.37,0.96,1.3,1.1,0.44
