,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.37,1.32,0.45,1.05,0.73,0.39,0.47,0.32,0.46,0.39,0.36
TEMP_0,0.94,0.17,0.62,0.2,0.26,0.78,0.29,0.27,0.3,0.31,0.23
PRES_0,0.47,0.8,0.44,2.95,0.77,0.43,0.5,0.39,0.53,0.42,0.34
PRES_1,0.55,0.17,1.55,0.12,0.22,0.88,0.26,0.19,0.24,0.28,0.27
DEWP_0,0.65,0.33,0.69,0.34,0.32,2.03,0.44,0.3,0.4,0.43,0.36
DEWP_1,0.29,0.7,0.32,1.0,1.6,0.2,0.31,0.28,0.37,0.27,0.23
WSPM_0,0.6,0.49,0.62,0.59,0.64,0.53,0.45,0.51,0.55,0.43,0.33
WSPM_1,0.28,0.34,0.33,0.31,0.27,0.38,0.33,0.13,0.23,0.26,0.29
PM10_0,0.44,0.38,0.5,0.37,0.39,0.5,0.37,0.25,0.24,0.58,1.73
PM10_1,0.35,0.37,0.37,0.44,0.43,0.33,0.31,0.27,0.57,0.19,0.26
PM10_2,0.08,0.06,0.07,0.09,0.09,0.07,0.06,0.07,0.25,0.07,0.01
