,TEMP_1,PRES_0,PRES_1,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,1.0,0.26,1.0,0.34,0.97,0.68,0.92,0.78,0.39
PRES_0,1.0,1.0,,1.0,0.34,0.97,0.68,0.92,0.78,0.39
PRES_1,,,,,,,,,,
DEWP_1,1.0,1.0,0.26,1.0,0.31,0.97,0.68,0.92,0.78,0.4
DEWP_0,3.17,3.17,,3.34,1.07,2.98,1.89,2.89,,
WSPM_0,1.03,1.03,0.27,1.03,0.31,1.0,0.7,0.96,0.8,0.41
WSPM_1,1.47,1.47,,1.48,0.54,1.43,1.0,1.32,1.25,0.49
PM10_0,1.08,1.08,0.28,1.08,0.38,1.05,0.76,1.0,0.84,0.5
PM10_1,1.28,1.28,,1.28,,1.24,0.77,1.19,1.0,0.46
PM10_2,2.57,2.57,,2.57,,2.46,1.92,1.86,2.14,1.0
