,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,,1.24,2988.65,1.01,39970896.15,2.48,55.9,4.96,40.34,725.42
TEMP_1,,,,,,,,,,,
PRES_1,0.93,,1.19,1128.38,0.94,33738052.17,2.3,52.67,4.72,36.41,655.71
PRES_0,0.07,,0.03,725.19,0.07,,0.18,3.2,0.23,3.77,67.11
DEWP_0,1.0,,1.24,2964.52,1.01,,2.48,55.8,4.97,40.16,720.79
DEWP_1,,,,,,1789205.16,0.01,,,,
WSPM_0,0.74,,0.91,2330.79,0.75,31539624.23,2.04,23.47,3.37,33.01,595.33
WSPM_1,0.26,,0.33,644.13,0.26,,0.37,24.97,1.56,6.35,112.03
PM10_0,0.59,,0.74,1243.56,0.59,,1.32,40.37,3.69,10.07,
PM10_1,0.29,,0.35,1136.94,0.29,,0.81,8.64,0.62,20.02,132.81
PM10_2,0.11,,0.13,453.09,0.11,,0.31,2.85,,2.86,225.69
