,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.01,1.75,1.53,0.89,1.16,1.75,1.43,0.56,1.16,0.89,0.73
TEMP_0,1.93,1.01,1.33,1.68,1.93,0.99,1.59,0.62,1.34,1.02,0.58
PRES_1,1.16,0.88,1.01,1.49,1.28,0.85,1.23,0.49,1.02,0.79,0.53
PRES_0,1.44,2.45,2.95,1.01,1.61,2.79,1.99,0.75,1.66,1.21,0.83
DEWP_1,0.95,1.32,1.32,0.81,1.0,1.92,1.28,0.52,1.09,0.77,0.53
DEWP_0,2.19,1.19,1.53,2.31,3.32,1.01,1.87,0.67,1.47,1.27,0.83
WSPM_0,0.84,0.84,0.95,0.73,0.91,0.86,1.0,0.42,0.86,0.61,0.39
WSPM_1,3.44,2.8,3.42,3.41,4.71,2.34,3.96,1.09,2.75,3.52,6.08
PM10_0,1.17,1.12,1.29,1.11,1.38,1.02,1.39,0.49,1.01,1.05,2.97
PM10_1,1.68,1.7,1.93,1.36,1.74,1.94,2.0,0.9,2.02,1.02,0.66
PM10_2,5.05,4.02,5.0,4.14,5.22,4.39,5.49,2.23,6.38,3.47,1.04
