,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.08,0.14,0.1,0.17,0.14,0.08,0.09,0.05,0.08,0.07,0.05
TEMP_0,0.03,0.01,0.03,0.01,0.02,0.04,0.02,0.01,0.02,0.02,0.01
PRES_0,0.12,0.16,0.12,0.4,0.19,0.11,0.13,0.08,0.12,0.1,0.06
PRES_1,0.02,0.01,0.03,,0.01,0.03,0.01,0.01,0.01,0.01,0.01
DEWP_0,0.09,0.05,0.11,0.05,0.06,0.19,0.07,0.04,0.06,0.06,0.04
DEWP_1,0.02,0.04,0.03,0.06,0.07,0.02,0.02,0.02,0.02,0.02,0.01
WSPM_0,0.14,0.12,0.16,0.15,0.16,0.14,0.12,0.08,0.12,0.1,0.06
WSPM_1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
PM10_0,0.04,0.03,0.05,0.04,0.04,0.05,0.04,0.02,0.03,0.04,0.07
PM10_1,0.02,0.02,0.03,0.03,0.03,0.02,0.02,0.01,0.03,0.01,0.01
PM10_2,,,,,,,,,,,
