,TEMP_1,PRES_0,PRES_1,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,1.0,0.15,1.0,0.24,1.02,0.88,0.97,0.85,0.39
PRES_0,1.0,1.0,,1.0,0.24,1.02,0.88,0.97,0.85,0.39
PRES_1,,,,,,,,,,
DEWP_1,1.0,1.0,0.16,1.0,0.16,1.02,0.88,0.97,0.85,0.4
DEWP_0,1.78,1.78,,1.41,4.83,1.48,2.15,1.89,,
WSPM_0,1.02,1.01,0.17,1.02,0.16,1.04,0.81,0.98,0.86,0.41
WSPM_1,1.21,1.21,,1.21,0.62,1.18,1.53,1.17,1.05,0.35
PM10_0,1.04,1.04,0.2,1.04,0.3,1.06,0.97,1.11,0.66,0.29
PM10_1,1.13,1.13,,1.13,,1.16,0.84,0.84,1.38,0.54
PM10_2,1.6,1.6,,1.61,,1.62,1.37,0.76,1.97,3.31
