,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,3.55,11.17,2.56,14.32,3.7,9.65,2.62,25.29,7.41,11.53,1822.96
TEMP_0,1.72,9.93,1.33,14.91,2.91,3.78,1.71,16.17,4.86,7.36,1243.97
PRES_0,3.78,12.88,2.87,14.37,4.09,10.3,2.86,27.38,7.99,12.57,1963.34
PRES_1,1.51,8.34,0.97,14.18,2.52,3.15,1.47,14.08,4.29,6.32,1110.87
DEWP_0,2.74,13.42,2.0,19.56,4.22,5.45,2.42,23.03,6.94,10.35,1841.44
DEWP_1,2.57,7.67,1.89,9.76,2.31,7.78,1.91,18.43,5.34,8.53,1224.0
WSPM_0,3.48,14.05,2.54,20.25,4.3,9.01,2.85,27.06,8.0,12.38,1902.21
WSPM_1,1.85,7.28,1.37,9.74,2.33,4.81,1.48,14.39,4.27,6.51,1184.8
PM10_0,2.5,10.16,1.84,14.61,3.19,6.55,2.06,20.02,6.28,8.49,1464.73
PM10_1,2.29,8.99,1.65,12.45,2.77,5.85,1.85,17.67,5.18,8.46,1134.9
PM10_2,0.47,1.92,0.37,2.57,0.59,1.23,0.37,3.29,0.59,1.67,442.23
