,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,0.96,1.03,0.94,1.02,0.91,1.07,0.82,1.0,0.92,0.79
TEMP_0,1.02,1.0,1.05,0.92,1.05,0.98,1.1,0.84,1.03,0.97,0.75
PRES_1,0.97,0.95,1.0,0.91,0.99,0.92,1.04,0.81,0.98,0.91,0.75
PRES_0,1.06,1.03,1.07,1.0,1.09,1.0,1.15,0.86,1.07,0.99,0.78
DEWP_1,0.98,0.96,1.0,0.91,1.0,0.91,1.05,0.77,0.98,0.92,0.74
DEWP_0,1.04,1.03,1.08,1.0,1.08,1.0,1.13,0.9,1.07,0.97,0.81
WSPM_0,0.93,0.91,0.96,0.86,0.94,0.89,1.0,0.76,0.94,0.86,0.68
WSPM_1,1.22,1.19,1.25,1.24,1.36,1.12,1.31,1.0,1.2,1.33,1.81
PM10_0,0.99,0.96,1.03,0.94,1.02,0.94,1.06,0.85,1.0,0.92,1.5
PM10_1,1.08,1.06,1.1,0.97,1.08,1.04,1.15,0.82,1.12,1.0,0.71
PM10_2,1.3,1.28,1.33,1.28,1.33,1.2,1.4,0.65,0.71,1.27,1.0
