,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,,0.97,0.26,1.0,0.05,0.86,0.51,0.77,0.54,0.33
TEMP_1,,,,,,,,,,,
PRES_1,1.04,0.04,1.0,0.27,1.03,0.06,0.89,0.53,0.79,0.56,0.35
PRES_0,3.79,,3.66,1.0,3.81,,3.32,1.81,2.82,2.06,1.22
DEWP_0,1.0,0.04,0.97,0.26,1.0,0.05,0.86,0.51,0.77,0.54,0.33
DEWP_1,18.48,,15.16,,18.46,1.0,16.8,,,10.43,
WSPM_0,1.16,0.04,1.12,0.3,1.16,0.06,1.0,0.59,0.9,0.62,0.37
WSPM_1,1.95,,1.88,0.6,1.95,,1.68,1.0,1.47,1.22,0.88
PM10_0,1.31,0.04,1.26,0.36,1.3,,1.11,0.68,1.0,0.7,0.59
PM10_1,1.85,,1.79,0.47,1.85,0.08,1.61,0.91,1.46,1.0,0.56
PM10_2,2.99,,2.87,0.82,2.99,0.15,2.61,1.24,1.68,1.62,1.0
