,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,0.18,0.96,0.45,1.0,0.18,0.83,0.5,0.77,0.54,0.45
TEMP_1,,,,,,,,,,,
PRES_1,1.03,0.17,0.98,0.57,1.03,0.21,0.86,0.52,0.79,0.56,0.47
PRES_0,2.72,,2.76,0.53,2.71,0.24,2.27,1.23,2.09,1.35,1.02
DEWP_0,1.0,0.17,0.96,0.45,1.0,0.19,0.83,0.5,0.77,0.54,0.45
DEWP_1,8.91,,8.52,,8.9,0.27,8.02,,5.91,4.79,
WSPM_0,1.12,0.16,1.08,0.46,1.12,0.15,0.93,0.59,0.88,0.56,0.43
WSPM_1,1.65,,1.59,1.1,1.65,,1.39,0.73,1.19,1.19,1.83
PM10_0,1.23,0.23,1.18,0.72,1.22,0.82,1.02,0.59,0.88,0.72,0.97
PM10_1,1.58,0.2,1.53,0.53,1.58,0.2,1.31,0.91,1.36,0.75,0.55
PM10_2,2.27,,2.18,0.98,2.27,0.16,1.9,1.02,1.94,1.18,0.59
