,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.99,0.55,0.83,0.78,1.02,0.4,1.12,0.59,0.93,0.78,0.29
TEMP_0,0.69,1.0,1.07,0.46,0.73,0.87,1.16,0.6,0.96,0.8,0.34
PRES_1,0.76,0.83,1.0,0.45,0.77,0.71,1.07,0.57,0.89,0.74,0.3
PRES_0,1.06,0.6,0.74,0.99,1.13,0.43,1.25,0.62,1.02,0.87,0.31
DEWP_1,0.92,0.62,0.83,0.71,0.99,0.38,1.08,0.52,0.87,0.77,0.28
DEWP_0,0.72,1.03,1.14,0.49,0.62,1.0,1.22,0.71,1.06,0.8,0.35
WSPM_0,0.77,0.69,0.83,0.56,0.79,0.55,1.0,0.5,0.82,0.7,0.27
WSPM_1,1.14,1.1,1.33,0.98,1.14,1.07,1.53,0.96,1.36,1.04,0.59
PM10_0,0.84,0.73,0.92,0.64,0.87,0.68,1.1,0.66,0.99,0.69,0.25
PM10_1,0.99,0.89,1.04,0.71,1.01,0.66,1.26,0.57,1.0,0.99,0.33
PM10_2,1.19,1.46,1.53,1.05,1.31,0.93,1.76,0.36,0.69,1.34,0.97
