,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.63,0.83,1.36,0.73,0.93,1.69,1.45,2.3,1.5,1.82,2.24
TEMP_0,0.66,2.4,0.75,2.0,1.58,0.53,1.44,2.13,1.52,1.59,2.54
PRES_0,1.5,1.07,1.51,0.4,0.97,1.62,1.46,2.25,1.46,1.83,2.48
PRES_1,0.76,2.19,0.36,2.83,1.61,0.47,1.43,2.22,1.6,1.53,2.12
DEWP_0,0.99,1.99,0.87,1.81,1.75,0.43,1.42,2.31,1.57,1.59,2.39
DEWP_1,1.58,0.78,1.43,0.51,0.47,2.24,1.48,2.14,1.43,1.91,2.31
WSPM_0,1.23,1.49,1.13,1.23,1.13,1.27,1.5,2.01,1.43,1.76,2.45
WSPM_1,1.29,1.4,1.09,1.26,1.31,1.14,1.35,2.66,1.66,1.67,2.18
PM10_0,1.19,1.52,1.02,1.4,1.29,1.1,1.42,2.45,2.02,1.26,1.09
PM10_1,1.31,1.35,1.17,1.09,1.1,1.32,1.47,2.14,1.18,2.25,2.15
PM10_2,1.26,1.57,1.34,1.07,1.15,1.42,1.5,1.52,0.3,1.73,10.26
