,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,0.18,0.94,0.4,1.0,0.13,0.75,0.35,0.68,0.39,0.35
TEMP_1,,,,,,,,,,,
PRES_1,1.08,0.16,1.0,0.64,1.08,0.18,0.81,0.38,0.72,0.43,0.39
PRES_0,14.39,,15.11,1.05,14.36,0.54,10.76,4.73,10.12,4.68,3.46
DEWP_0,1.01,0.16,0.94,0.4,1.0,0.15,0.75,0.35,0.68,0.39,0.35
DEWP_1,341.47,,318.16,,340.89,1.36,282.18,,200.32,126.27,
WSPM_0,1.36,0.16,1.28,0.47,1.36,0.14,1.01,0.54,0.96,0.47,0.38
WSPM_1,3.83,,3.61,2.51,3.82,,2.94,1.04,2.28,2.35,4.69
PM10_0,1.72,0.3,1.61,1.02,1.71,1.36,1.29,0.53,1.02,0.81,1.56
PM10_1,3.43,0.33,3.23,0.86,3.42,0.32,2.54,1.58,2.72,1.03,0.82
PM10_2,8.97,,8.43,3.09,8.96,0.33,6.72,3.64,9.13,3.23,1.06
