,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.01,3.05,1.04,2.17,1.04,2.23,1.37,0.79,1.23,0.98,0.86
TEMP_0,3.61,1.01,2.61,1.09,2.85,1.09,1.55,0.91,1.45,1.15,0.63
PRES_0,1.08,2.25,1.01,3.73,1.08,2.12,1.4,0.82,1.29,0.99,0.78
PRES_1,2.31,1.05,3.93,1.01,2.33,1.1,1.51,0.87,1.37,1.14,0.67
DEWP_1,1.07,2.41,1.09,2.13,1.0,4.11,1.38,0.89,1.29,1.0,0.82
DEWP_0,2.39,1.03,2.21,1.09,4.4,1.0,1.53,0.81,1.36,1.13,0.64
WSPM_0,0.99,0.96,0.98,0.99,0.96,1.03,1.01,0.72,0.99,0.72,0.47
WSPM_1,2.64,2.39,2.69,2.42,3.13,2.19,3.06,1.08,2.19,2.38,2.07
PM10_0,1.25,1.24,1.28,1.23,1.29,1.23,1.34,0.72,1.02,1.33,2.42
PM10_1,1.83,1.81,1.77,1.9,1.78,1.94,1.92,1.23,2.47,1.04,0.89
PM10_2,7.39,4.33,6.46,4.7,6.81,4.74,5.73,4.35,10.36,4.42,1.06
