,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,0.01,0.97,0.2,1.0,0.03,0.91,0.59,0.8,0.6,0.3
TEMP_1,,,,,,,,,,,
PRES_1,1.02,0.02,1.0,0.16,1.02,0.03,0.93,0.61,0.82,0.61,0.3
PRES_0,1.95,,1.71,0.98,1.95,0.1,1.81,0.9,1.34,1.4,0.76
DEWP_0,1.0,0.02,0.97,0.2,1.0,0.03,0.91,0.59,0.8,0.6,0.3
DEWP_1,4.3,,4.28,,4.3,0.86,4.1,,,3.08,
WSPM_0,1.08,0.02,1.05,0.21,1.08,0.02,1.0,0.59,0.84,0.66,0.33
WSPM_1,1.4,,1.36,0.32,1.4,,1.24,0.98,1.17,0.81,0.5
PM10_0,1.14,0.02,1.12,0.22,1.14,,1.03,0.77,0.99,0.6,0.26
PM10_1,1.36,0.02,1.32,0.29,1.36,0.03,1.26,0.67,1.05,0.98,0.41
PM10_2,1.73,,1.67,0.42,1.73,0.06,1.61,0.54,0.76,1.14,0.97
