,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.73,1.31,1.06,0.73,0.81,1.38,0.93,0.56,0.84,0.72,0.83
TEMP_0,1.28,0.69,0.84,1.24,1.23,0.71,0.94,0.57,0.88,0.76,0.6
PRES_1,0.99,0.77,0.81,1.42,1.05,0.79,0.93,0.57,0.86,0.76,0.71
PRES_0,0.76,1.33,1.47,0.59,0.81,1.59,0.93,0.55,0.86,0.71,0.68
DEWP_1,0.78,1.11,1.02,0.74,0.79,1.7,0.92,0.59,0.88,0.7,0.68
DEWP_0,1.25,0.7,0.83,1.46,1.82,0.62,0.94,0.53,0.82,0.81,0.74
WSPM_0,0.88,0.9,0.94,0.85,0.92,0.97,0.92,0.61,0.88,0.7,0.64
WSPM_1,0.96,0.8,0.9,1.06,1.26,0.71,0.97,0.42,0.75,1.09,2.64
PM10_0,0.89,0.88,0.93,0.94,1.01,0.84,0.94,0.51,0.76,0.89,3.53
PM10_1,0.87,0.92,0.96,0.79,0.87,1.1,0.93,0.65,1.04,0.6,0.54
PM10_2,0.96,0.79,0.9,0.88,0.96,0.91,0.93,0.59,1.2,0.74,0.31
