,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.28,0.91,1.17,0.86,0.97,1.3,1.21,1.52,1.22,1.35,1.48
TEMP_0,0.81,1.55,0.86,1.41,1.25,0.71,1.2,1.46,1.24,1.27,1.62
PRES_0,1.23,1.03,1.23,0.64,0.99,1.27,1.21,1.5,1.2,1.35,1.55
PRES_1,0.86,1.49,0.59,1.68,1.26,0.69,1.19,1.48,1.27,1.25,1.51
DEWP_0,0.99,1.41,0.92,1.35,1.32,0.65,1.19,1.53,1.26,1.26,1.58
DEWP_1,1.26,0.88,1.2,0.7,0.69,1.5,1.22,1.45,1.19,1.38,1.48
WSPM_0,1.1,1.22,1.06,1.11,1.06,1.11,1.22,1.42,1.2,1.32,1.53
WSPM_1,1.14,1.18,1.05,1.12,1.15,1.09,1.16,1.63,1.29,1.3,1.58
PM10_0,1.09,1.24,1.01,1.19,1.13,1.05,1.19,1.58,1.42,1.12,1.21
PM10_1,1.14,1.16,1.08,1.03,1.05,1.13,1.21,1.46,1.1,1.5,1.38
PM10_2,1.12,1.24,1.18,1.03,1.08,1.22,1.23,1.17,0.45,1.32,3.2
