,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.37,0.49,0.43,0.68,0.57,0.34,0.4,0.22,0.35,0.29,0.19
TEMP_0,0.44,0.16,0.46,0.18,0.24,0.59,0.27,0.15,0.24,0.22,0.12
PRES_0,0.42,0.47,0.43,1.04,0.6,0.37,0.44,0.24,0.38,0.31,0.18
PRES_1,0.37,0.15,0.59,0.12,0.2,0.62,0.23,0.13,0.2,0.19,0.13
DEWP_0,0.49,0.25,0.57,0.29,0.32,0.87,0.37,0.21,0.33,0.3,0.18
DEWP_1,0.27,0.42,0.3,0.63,0.61,0.2,0.29,0.16,0.25,0.21,0.13
WSPM_0,0.48,0.39,0.54,0.48,0.52,0.46,0.43,0.25,0.4,0.32,0.18
WSPM_1,0.26,0.2,0.3,0.24,0.25,0.29,0.23,0.12,0.19,0.19,0.14
PM10_0,0.37,0.27,0.44,0.32,0.34,0.39,0.32,0.17,0.23,0.28,0.41
PM10_1,0.3,0.26,0.33,0.33,0.35,0.28,0.28,0.16,0.29,0.18,0.1
PM10_2,0.06,0.05,0.07,0.07,0.07,0.06,0.06,0.03,0.08,0.04,0.01
