,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,12.42,33.08,7.35,52.24,9.47,45.2,7.79,166.59,28.86,56.17,41099.05
TEMP_0,5.05,95.93,4.04,142.63,16.02,14.17,7.73,154.37,29.14,48.94,46607.75
PRES_0,11.44,42.6,8.17,28.59,9.85,43.51,7.81,162.41,28.03,56.5,45613.06
PRES_1,5.75,87.58,1.97,201.73,16.31,12.56,7.68,160.42,30.78,47.18,38866.81
DEWP_0,7.5,79.23,4.68,128.89,17.77,11.62,7.61,167.17,30.22,48.92,43983.97
DEWP_1,12.01,31.11,7.75,36.31,4.81,59.93,7.96,154.79,27.38,58.87,42406.66
WSPM_0,9.33,59.32,6.1,87.57,11.43,34.06,8.04,145.74,27.42,54.22,45002.25
WSPM_1,9.78,55.7,5.91,89.41,13.32,30.54,7.24,192.36,31.95,51.51,40010.6
PM10_0,9.02,60.73,5.52,99.84,13.07,29.49,7.6,177.6,38.85,38.85,20041.21
PM10_1,9.99,54.05,6.35,77.52,11.1,35.39,7.89,154.6,22.61,69.43,39515.35
PM10_2,9.55,62.74,7.24,75.86,11.64,37.95,8.07,110.22,5.78,53.42,188510.18
