,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.35,0.37,0.71,1.15,1.19,0.26,1.07,1.2,1.04,1.09,0.49
TEMP_0,0.45,1.44,1.16,0.34,0.52,1.26,1.06,1.2,0.99,1.05,0.72
PRES_1,0.76,1.13,1.22,0.29,0.71,1.0,1.06,1.22,1.03,1.04,0.62
PRES_0,1.25,0.37,0.35,1.67,1.19,0.22,1.07,1.17,1.0,1.13,0.55
DEWP_1,1.21,0.56,0.76,1.06,1.26,0.2,1.08,0.97,0.95,1.2,0.61
DEWP_0,0.46,1.38,1.19,0.29,0.24,1.6,1.04,1.56,1.14,0.86,0.57
WSPM_0,0.94,0.85,0.91,0.77,0.91,0.66,1.08,1.02,0.98,1.12,0.63
WSPM_1,0.82,0.99,0.98,0.73,0.65,1.13,0.98,2.23,1.25,0.76,0.39
PM10_0,0.92,0.85,0.94,0.7,0.8,0.86,1.05,1.62,1.31,0.72,0.17
PM10_1,0.98,0.86,0.88,0.84,0.99,0.55,1.08,0.76,0.78,1.64,0.64
PM10_2,0.75,1.13,0.97,0.86,0.85,0.66,1.08,0.2,0.11,1.19,3.14
