,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.65,1.36,1.43,0.96,1.16,1.85,1.52,2.86,1.81,2.15,3.72
TEMP_0,0.92,2.48,0.9,2.31,1.67,0.68,1.5,2.71,1.76,1.99,3.87
PRES_0,1.58,1.51,1.52,0.79,1.2,1.79,1.52,2.83,1.78,2.16,3.76
PRES_1,0.94,2.36,0.66,2.84,1.67,0.61,1.49,2.74,1.82,1.96,3.82
DEWP_0,1.16,2.28,1.03,2.03,1.76,0.7,1.5,2.76,1.8,2.0,4.11
DEWP_1,1.62,1.2,1.47,0.82,0.85,2.25,1.52,2.85,1.79,2.2,3.35
WSPM_0,1.35,1.81,1.21,1.55,1.32,1.4,1.52,2.76,1.76,2.1,3.63
WSPM_1,1.37,1.79,1.24,1.4,1.44,1.36,1.5,2.87,1.85,2.05,4.05
PM10_0,1.31,1.81,1.17,1.57,1.4,1.33,1.5,2.85,2.06,1.85,2.82
PM10_1,1.41,1.76,1.24,1.42,1.31,1.43,1.52,2.81,1.71,2.32,3.42
PM10_2,1.42,1.97,1.42,1.48,1.43,1.46,1.52,2.47,0.73,2.21,10.64
