,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,0.33,0.96,0.53,1.0,0.23,0.77,0.44,0.75,0.49,0.48
TEMP_1,,,,,,,,,,,
PRES_1,1.03,0.26,0.96,1.0,1.03,0.28,0.8,0.45,0.76,0.52,0.52
PRES_0,2.9,,4.05,0.21,2.9,0.21,2.18,1.33,2.66,1.02,0.81
DEWP_0,1.0,0.27,0.96,0.53,1.0,0.28,0.77,0.44,0.75,0.49,0.48
DEWP_1,10.3,,10.13,,10.29,0.04,8.51,,,3.81,
WSPM_0,1.13,0.22,1.08,0.51,1.13,0.2,0.84,0.63,0.92,0.47,0.43
WSPM_1,1.71,,1.61,1.71,1.71,,1.47,0.48,1.05,1.64,3.11
PM10_0,1.24,0.32,1.17,1.16,1.24,,0.97,0.44,0.74,0.89,2.49
PM10_1,1.63,0.32,1.61,0.51,1.63,0.21,1.22,1.12,1.69,0.51,0.57
PM10_2,2.4,,2.32,0.88,2.4,0.14,1.84,1.6,4.34,1.06,0.29
