,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.87,0.71,0.97,2.19,1.55,0.53,1.16,4.53,1.53,2.24,2.15
TEMP_0,0.85,2.12,1.48,0.75,0.75,2.17,1.17,4.36,1.48,2.22,3.18
PRES_1,1.21,1.75,1.52,0.81,0.99,1.73,1.17,4.51,1.51,2.21,2.83
PRES_0,1.74,0.65,0.62,2.85,1.53,0.48,1.16,4.33,1.49,2.26,2.26
DEWP_1,1.74,0.96,1.03,2.0,1.61,0.5,1.17,3.95,1.42,2.37,2.51
DEWP_0,0.82,2.05,1.49,0.72,0.48,2.6,1.16,5.25,1.64,2.0,2.83
WSPM_0,1.41,1.35,1.2,1.5,1.21,1.2,1.17,4.13,1.47,2.3,2.69
WSPM_1,1.26,1.51,1.28,1.57,0.95,1.9,1.14,6.32,1.7,1.81,2.32
PM10_0,1.38,1.29,1.21,1.46,1.13,1.48,1.16,5.57,1.76,1.79,1.22
PM10_1,1.47,1.39,1.18,1.56,1.27,1.05,1.17,3.44,1.34,2.87,2.9
PM10_2,1.13,1.9,1.31,1.58,1.08,1.19,1.17,1.16,0.45,2.6,10.71
