,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,0.4,0.96,0.56,1.0,0.26,0.78,0.47,0.77,0.53,0.52
TEMP_1,,,,,,,,,,,
PRES_1,1.04,0.3,0.97,1.14,1.04,0.33,0.81,0.49,0.79,0.56,0.57
PRES_0,3.79,,5.71,0.28,3.78,0.31,2.88,1.93,3.77,1.36,1.09
DEWP_0,1.0,0.31,0.96,0.56,1.0,0.33,0.79,0.47,0.77,0.53,0.52
DEWP_1,18.46,,18.16,,18.43,0.07,15.26,,,6.83,
WSPM_0,1.16,0.26,1.12,0.56,1.16,0.24,0.87,0.72,0.98,0.52,0.48
WSPM_1,1.96,,1.85,2.02,1.95,,1.78,0.56,1.2,2.09,3.7
PM10_0,1.31,0.34,1.23,1.31,1.31,,1.05,0.49,0.78,1.06,3.35
PM10_1,1.85,,1.83,0.61,1.85,0.26,1.39,1.44,2.09,0.58,0.72
PM10_2,2.99,,2.92,1.13,2.99,0.2,2.31,2.31,6.65,1.4,0.36
