,TEMP_1,PRES_0,PRES_1,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PRES_0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PRES_1,,,,,,,,,,
DEWP_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DEWP_0,1.02,1.02,,1.02,1.02,1.02,1.02,1.02,1.14,0.96
WSPM_0,1.0,1.0,1.35,1.0,0.95,1.0,1.0,1.0,0.98,0.96
WSPM_1,1.0,1.0,,1.0,1.11,1.0,1.0,1.0,1.1,1.25
PM10_0,1.0,1.0,1.0,1.0,1.08,1.0,1.01,1.0,0.99,1.1
PM10_1,1.0,1.0,,1.0,0.71,1.0,0.95,0.99,1.0,0.93
PM10_2,0.99,0.99,,0.99,,0.99,0.93,0.99,1.01,1.0
