,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.99,0.31,0.61,0.71,0.95,0.18,0.99,0.57,0.82,0.71,0.17
TEMP_0,0.41,0.99,0.96,0.23,0.44,0.81,0.99,0.58,0.79,0.69,0.25
PRES_1,0.61,0.81,0.99,0.23,0.59,0.64,0.99,0.58,0.82,0.69,0.22
PRES_0,0.92,0.29,0.36,0.98,0.94,0.16,0.99,0.55,0.8,0.72,0.19
DEWP_1,0.91,0.43,0.65,0.66,0.99,0.16,1.0,0.49,0.76,0.76,0.2
DEWP_0,0.41,0.96,0.97,0.21,0.25,0.99,0.98,0.7,0.89,0.6,0.21
WSPM_0,0.73,0.62,0.77,0.49,0.74,0.44,1.0,0.52,0.79,0.73,0.21
WSPM_1,0.63,0.7,0.82,0.49,0.56,0.71,0.95,0.89,0.94,0.55,0.17
PM10_0,0.71,0.6,0.78,0.46,0.67,0.55,0.98,0.74,0.98,0.53,0.08
PM10_1,0.76,0.63,0.75,0.52,0.78,0.37,1.0,0.41,0.68,0.97,0.23
PM10_2,0.59,0.86,0.83,0.53,0.66,0.44,1.0,0.12,0.17,0.81,0.94
