,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.44,0.49,0.78,1.36,1.27,0.32,1.09,1.8,1.16,1.36,0.73
TEMP_0,0.61,1.56,1.24,0.43,0.58,1.44,1.09,1.83,1.13,1.32,1.06
PRES_1,0.9,1.27,1.28,0.44,0.79,1.15,1.09,1.84,1.16,1.32,0.94
PRES_0,1.34,0.45,0.46,1.86,1.26,0.28,1.09,1.76,1.13,1.38,0.8
DEWP_1,1.33,0.67,0.84,1.25,1.32,0.28,1.1,1.56,1.08,1.45,0.88
DEWP_0,0.59,1.51,1.25,0.4,0.34,1.76,1.08,2.22,1.26,1.15,0.9
WSPM_0,1.07,0.97,0.99,0.92,0.98,0.78,1.1,1.64,1.11,1.39,0.91
WSPM_1,0.93,1.11,1.06,0.92,0.74,1.27,1.05,2.81,1.34,1.05,0.73
PM10_0,1.04,0.94,1.01,0.87,0.89,0.99,1.08,2.34,1.39,1.01,0.34
PM10_1,1.11,0.99,0.96,0.98,1.05,0.65,1.1,1.31,0.96,1.85,0.98
PM10_2,0.86,1.35,1.07,1.0,0.89,0.78,1.1,0.37,0.25,1.55,4.05
