,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,3.0,1.05,1.91,1.0,4.32,1.29,2.26,1.33,2.02,2.09
TEMP_1,,,,,,,,,,,
PRES_1,1.0,4.03,1.07,1.03,1.0,3.73,1.29,2.31,1.36,1.95,1.97
PRES_0,1.0,,0.72,13.61,1.0,12.13,1.35,1.55,0.94,3.06,3.67
DEWP_0,1.0,3.76,1.05,1.89,1.0,3.59,1.29,2.26,1.34,2.03,2.08
DEWP_1,1.0,,1.07,,1.0,252.0,1.35,,,2.35,
WSPM_0,1.0,4.91,1.04,1.94,1.0,3.78,1.34,1.79,1.25,2.25,2.3
WSPM_1,1.0,,1.05,1.8,1.0,,1.16,3.56,1.57,1.39,1.48
PM10_0,1.0,3.41,1.06,1.33,1.0,,1.26,2.93,1.67,1.38,0.76
PM10_1,1.0,6.0,1.03,2.69,1.0,5.06,1.34,1.43,1.04,3.23,2.24
PM10_2,1.0,,1.02,2.99,1.0,10.41,1.34,0.86,0.39,2.33,8.33
