,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.16,0.35,1.09,0.51,1.1,0.49,1.08,0.85,0.99,0.89,0.4
TEMP_0,0.37,1.2,0.51,1.13,0.45,1.14,1.08,0.84,0.95,0.87,0.64
PRES_0,1.12,0.47,1.17,0.3,1.09,0.54,1.09,0.85,0.97,0.91,0.45
PRES_1,0.55,1.13,0.32,1.19,0.54,1.09,1.07,0.85,0.98,0.85,0.59
DEWP_1,1.13,0.46,1.09,0.53,1.17,0.28,1.1,0.76,0.96,0.91,0.43
DEWP_0,0.53,1.13,0.56,1.1,0.28,1.19,1.05,0.93,0.98,0.84,0.61
WSPM_0,0.85,0.8,0.83,0.8,0.85,0.77,1.05,0.67,0.9,0.85,0.51
WSPM_1,0.97,0.96,0.94,0.98,0.84,1.09,1.05,1.34,1.16,0.92,0.53
PM10_0,0.89,0.82,0.85,0.85,0.85,0.84,1.04,0.94,1.13,0.62,0.25
PM10_1,0.96,0.88,0.96,0.86,0.95,0.85,1.16,0.74,0.77,1.26,0.51
PM10_2,0.87,1.31,0.99,1.23,0.93,1.24,1.4,0.63,0.32,1.08,1.78
