,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,356.96,1.09,11.73,1.0,217.5,1.45,4.59,1.81,4.0,8.78
TEMP_1,,,,,,,,,,,
PRES_1,0.98,391.16,1.07,9.41,0.98,204.17,1.42,4.56,1.79,3.88,8.47
PRES_0,0.51,,0.53,14.07,0.52,168.27,0.75,1.97,0.86,2.38,5.48
DEWP_0,1.0,384.47,1.09,11.67,1.0,206.59,1.45,4.59,1.81,4.0,8.76
DEWP_1,0.23,,0.25,,0.23,293.57,0.35,,0.36,1.06,
WSPM_0,0.93,353.61,1.01,10.33,0.93,151.9,1.35,4.01,1.66,3.75,7.99
WSPM_1,0.72,,0.78,9.99,0.72,,1.01,3.76,1.35,2.82,7.61
PM10_0,0.88,371.4,0.95,10.15,0.88,299.16,1.26,4.53,1.7,3.17,6.3
PM10_1,0.73,289.05,0.8,8.88,0.74,131.12,1.07,2.96,1.33,3.37,6.27
PM10_2,0.58,,0.62,7.73,0.58,116.28,0.84,1.45,0.63,2.51,8.73
