,TEMP_1,PRES_0,PRES_1,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,1.0,0.85,1.0,0.8,0.94,0.64,0.92,0.81,0.62
PRES_0,1.0,1.0,,1.0,0.8,0.94,0.64,0.92,0.81,0.62
PRES_1,,,,,,,,,,
DEWP_1,1.0,1.0,0.84,1.0,1.06,0.93,0.64,0.92,0.81,0.63
DEWP_0,1.11,1.11,,1.56,0.08,1.2,0.4,0.9,,
WSPM_0,1.0,1.0,0.78,1.0,0.98,0.93,0.7,0.93,0.79,0.62
WSPM_1,1.0,1.0,,1.01,0.45,0.98,0.44,0.87,0.95,0.61
PM10_0,1.0,1.0,0.69,1.0,0.72,0.94,0.65,0.83,1.07,1.24
PM10_1,1.0,1.0,,1.0,,0.93,0.6,1.21,0.56,0.43
PM10_2,1.0,1.0,,1.0,,0.92,0.79,1.15,0.64,0.12
