,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,0.19,0.98,0.51,1.0,0.23,0.93,0.71,0.87,0.73,0.58
TEMP_1,,,,,,,,,,,
PRES_1,1.02,0.19,1.0,0.52,1.02,0.24,0.94,0.73,0.89,0.74,0.59
PRES_0,1.95,,1.91,1.0,1.95,0.41,1.82,1.17,1.6,1.48,1.14
DEWP_0,1.0,0.19,0.98,0.51,1.0,0.23,0.93,0.72,0.88,0.73,0.58
DEWP_1,4.3,,4.34,,4.3,1.0,4.21,,,3.36,
WSPM_0,1.08,0.19,1.06,0.52,1.08,0.19,1.0,0.77,0.95,0.76,0.57
WSPM_1,1.4,,1.37,0.97,1.4,,1.29,1.0,1.2,1.2,1.38
PM10_0,1.14,0.24,1.12,0.68,1.14,,1.05,0.85,1.0,0.83,0.8
PM10_1,1.36,0.23,1.34,0.62,1.36,0.24,1.26,0.96,1.25,1.0,0.69
PM10_2,1.73,,1.69,0.92,1.73,0.28,1.62,0.87,1.25,1.3,1.0
