,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.54,3.75,0.58,1.32,0.58,1.35,0.67,0.92,0.71,0.81,1.6
TEMP_0,3.24,0.47,1.28,0.5,1.32,0.5,0.6,0.82,0.66,0.75,0.86
PRES_0,0.56,1.41,0.52,3.9,0.57,1.21,0.64,0.92,0.71,0.77,1.34
PRES_1,1.18,0.53,3.64,0.49,1.14,0.53,0.62,0.81,0.66,0.8,0.96
DEWP_1,0.55,1.48,0.57,1.21,0.52,4.27,0.62,1.08,0.71,0.76,1.39
DEWP_0,1.22,0.52,1.13,0.54,4.0,0.49,0.65,0.73,0.66,0.81,0.95
WSPM_0,0.97,1.01,0.97,1.01,0.93,1.05,0.81,1.95,1.0,1.03,1.45
WSPM_1,0.38,0.39,0.39,0.37,0.47,0.33,0.55,0.26,0.32,0.53,0.96
PM10_0,0.75,0.81,0.78,0.78,0.78,0.77,0.72,0.86,0.59,1.89,10.98
PM10_1,0.51,0.55,0.5,0.56,0.5,0.56,0.45,0.76,1.13,0.37,1.26
PM10_2,0.24,0.15,0.21,0.16,0.21,0.15,0.15,0.31,1.24,0.3,0.09
