,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,,0.97,0.69,1.0,0.44,0.84,0.61,0.85,0.67,0.68
TEMP_1,,,,,,,,,,,
PRES_1,1.02,0.48,0.95,1.8,1.02,0.58,0.86,0.61,0.85,0.72,0.75
PRES_0,2.22,,4.56,0.17,2.24,,1.8,1.75,3.06,0.91,0.8
DEWP_0,1.0,0.5,0.97,0.69,1.0,0.63,0.84,0.61,0.85,0.67,0.68
DEWP_1,5.75,,5.65,,6.81,0.02,4.75,,,2.9,
WSPM_0,1.09,0.4,1.07,0.66,1.09,0.38,0.83,1.07,1.07,0.6,0.6
WSPM_1,1.49,,1.43,1.73,1.49,,1.83,0.44,0.94,2.44,3.53
PM10_0,1.17,0.37,1.11,1.51,1.17,,1.05,0.52,0.71,1.62,8.88
PM10_1,1.45,,1.46,0.58,1.45,0.33,1.11,1.8,2.43,0.47,0.89
PM10_2,1.93,,1.94,0.82,1.93,0.22,1.51,2.61,9.52,1.34,0.24
