,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TEMP_1,,,,,,,,,,,
PRES_1,1.04,,0.98,6.3,1.04,1.41,1.05,1.01,1.0,1.1,1.11
PRES_0,3.79,,23.08,0.31,3.83,,3.41,5.6,7.71,2.2,2.07
DEWP_0,1.0,,1.0,1.01,1.0,,1.0,1.0,1.0,1.0,1.01
DEWP_1,18.46,,23.35,,,0.08,16.21,,,,
WSPM_0,1.16,,1.17,1.04,1.16,1.02,0.94,3.6,1.41,0.93,0.92
WSPM_1,1.95,,1.91,2.88,1.95,,6.06,0.67,1.31,6.54,8.22
PM10_0,1.31,,1.26,2.78,1.3,,1.56,0.89,0.81,7.11,
PM10_1,1.85,,1.97,1.04,1.86,,1.5,5.46,10.17,0.64,4.54
PM10_2,2.99,,3.19,1.67,3.02,,2.41,9.77,,7.52,0.38
