,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,0.02,0.98,0.21,1.0,0.03,0.92,0.61,0.81,0.63,0.33
TEMP_1,,,,,,,,,,,
PRES_1,1.02,0.02,1.0,0.18,1.02,0.03,0.93,0.63,0.83,0.63,0.33
PRES_0,1.95,,1.8,0.98,1.95,0.1,1.81,1.0,1.47,1.42,0.77
DEWP_0,1.0,0.02,0.98,0.21,1.0,0.03,0.92,0.62,0.81,0.63,0.33
DEWP_1,4.3,,4.22,,4.3,0.86,4.1,,2.99,3.08,
WSPM_0,1.08,0.02,1.05,0.22,1.07,0.03,1.0,0.62,0.86,0.69,0.35
WSPM_1,1.4,,1.36,0.36,1.4,,1.26,0.98,1.18,0.87,0.55
PM10_0,1.14,0.02,1.12,0.24,1.14,0.06,1.04,0.79,0.99,0.65,0.31
PM10_1,1.36,0.02,1.33,0.3,1.36,0.04,1.26,0.73,1.1,0.98,0.43
PM10_2,1.73,,1.67,0.42,1.73,0.06,1.61,0.58,0.84,1.18,0.97
