,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.79,1.49,0.86,1.34,1.11,0.81,0.88,0.72,0.87,0.8,0.77
TEMP_0,1.53,0.65,1.25,0.71,0.81,1.38,0.85,0.84,0.87,0.88,0.76
PRES_0,0.84,1.1,0.82,2.13,1.09,0.81,0.87,0.77,0.9,0.79,0.72
PRES_1,1.25,0.71,2.1,0.59,0.79,1.62,0.87,0.74,0.83,0.92,0.9
DEWP_0,1.08,0.77,1.11,0.78,0.76,1.89,0.89,0.74,0.85,0.88,0.81
DEWP_1,0.82,1.26,0.85,1.48,1.91,0.67,0.85,0.8,0.91,0.78,0.71
WSPM_0,0.95,0.87,0.97,0.94,0.99,0.89,0.83,0.88,0.91,0.8,0.7
WSPM_1,0.91,0.98,0.97,0.95,0.9,1.08,0.98,0.62,0.81,0.89,0.97
PM10_0,0.96,0.89,1.02,0.89,0.9,1.03,0.89,0.73,0.71,1.1,2.13
PM10_1,0.91,0.93,0.93,1.0,1.01,0.87,0.85,0.79,1.17,0.68,0.76
PM10_2,0.97,0.85,0.93,1.03,1.0,0.92,0.85,0.84,1.45,0.87,0.32
