,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,12.47,38.23,7.41,55.23,9.83,46.15,7.95,176.51,29.98,58.57,45365.94
TEMP_0,5.55,96.21,4.2,145.63,16.25,14.79,7.83,168.19,30.26,51.61,50994.36
PRES_0,11.62,46.57,8.17,33.1,10.25,44.49,7.96,174.19,29.29,58.8,49383.35
PRES_1,6.09,89.36,2.25,201.87,16.45,13.08,7.79,171.32,31.63,50.09,44218.03
DEWP_0,7.83,82.84,4.82,131.9,17.77,13.0,7.78,176.51,31.14,51.84,49173.81
DEWP_1,12.12,33.83,7.8,39.3,5.52,60.04,8.06,168.99,28.76,60.86,45605.09
WSPM_0,9.63,61.37,6.19,91.28,11.84,34.59,8.08,161.17,28.75,56.64,48838.51
WSPM_1,9.89,61.17,6.01,91.05,13.42,31.93,7.57,196.26,32.67,54.2,45241.67
PM10_0,9.23,63.56,5.66,101.85,13.29,30.61,7.78,186.75,38.98,42.96,25013.47
PM10_1,10.23,57.45,6.41,81.17,11.47,36.01,7.99,168.73,24.9,69.82,43740.98
PM10_2,9.92,67.24,7.34,81.59,12.19,38.27,8.14,122.19,6.73,57.15,189638.98
