,TEMP_1,PRES_0,PRES_1,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,1.0,0.18,1.0,0.29,1.03,1.07,1.01,0.96,0.51
PRES_0,1.0,1.0,,1.0,0.29,1.03,1.07,1.01,0.96,0.51
PRES_1,,,,,,,,,,
DEWP_1,1.0,1.0,0.18,1.0,0.22,1.03,1.07,1.01,0.96,0.51
DEWP_0,1.79,1.79,,1.66,4.97,1.73,2.2,1.93,1.79,
WSPM_0,1.01,1.01,0.2,1.02,0.23,1.05,1.04,1.02,0.97,0.53
WSPM_1,1.22,1.22,,1.22,0.64,1.24,1.59,1.22,1.21,0.49
PM10_0,1.04,1.04,0.23,1.04,0.36,1.07,1.17,1.12,0.84,0.41
PM10_1,1.13,1.13,,1.13,,1.16,1.07,1.0,1.4,0.72
PM10_2,1.6,1.6,,1.61,,1.66,1.6,1.06,2.08,3.34
