,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,0.18,0.94,0.4,1.0,0.13,0.75,0.35,0.68,0.39,0.35
TEMP_1,,,,,,,,,,,
PRES_1,1.02,0.15,0.96,0.61,1.02,0.17,0.77,0.36,0.69,0.41,0.37
PRES_0,2.22,,2.34,0.16,2.22,0.08,1.66,0.73,1.56,0.72,0.53
DEWP_0,1.0,0.16,0.94,0.4,1.0,0.15,0.75,0.35,0.68,0.39,0.35
DEWP_1,5.75,,5.36,,5.74,0.02,4.75,,3.37,2.13,
WSPM_0,1.1,0.13,1.03,0.38,1.1,0.11,0.81,0.43,0.78,0.38,0.31
WSPM_1,1.5,,1.41,0.98,1.49,,1.15,0.41,0.89,0.92,1.84
PM10_0,1.18,0.2,1.11,0.7,1.18,0.93,0.88,0.36,0.7,0.56,1.07
PM10_1,1.45,0.14,1.36,0.36,1.44,0.13,1.07,0.66,1.15,0.44,0.34
PM10_2,1.93,,1.81,0.66,1.93,0.07,1.44,0.78,1.96,0.69,0.23
