,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.85,1.55,0.94,1.38,1.19,0.85,0.96,0.75,0.93,0.84,0.72
TEMP_0,1.81,0.74,1.49,0.81,0.95,1.6,1.01,0.95,1.01,1.01,0.78
PRES_0,0.89,1.12,0.87,2.16,1.15,0.84,0.93,0.78,0.93,0.82,0.66
PRES_1,1.53,0.85,2.58,0.7,0.96,1.93,1.07,0.87,1.0,1.09,0.95
DEWP_0,1.18,0.82,1.22,0.82,0.82,2.02,0.98,0.77,0.91,0.94,0.77
DEWP_1,0.95,1.41,0.99,1.65,2.2,0.76,0.99,0.88,1.04,0.88,0.72
WSPM_0,1.0,0.89,1.03,0.96,1.04,0.92,0.88,0.89,0.95,0.83,0.64
WSPM_1,1.12,1.16,1.2,1.11,1.09,1.29,1.2,0.73,0.97,1.06,1.03
PM10_0,1.09,0.98,1.16,0.97,1.02,1.14,1.01,0.79,0.79,1.22,2.09
PM10_1,1.06,1.05,1.1,1.12,1.17,0.99,1.0,0.88,1.34,0.77,0.76
PM10_2,1.62,1.38,1.57,1.66,1.66,1.5,1.44,1.34,2.38,1.41,0.46
