,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.75,4.54,1.76,0.77,0.95,3.36,1.22,0.67,1.11,0.95,1.26
TEMP_0,4.93,0.71,1.04,3.36,2.43,0.79,1.34,0.77,1.29,1.07,0.77
PRES_1,1.49,0.82,0.82,4.7,1.51,0.82,1.12,0.6,1.01,0.94,0.86
PRES_0,1.03,4.08,6.71,0.6,1.14,5.94,1.51,0.93,1.52,1.07,1.12
DEWP_1,0.84,1.92,1.51,0.78,0.79,7.72,1.1,0.87,1.18,0.77,0.82
DEWP_0,3.47,0.86,1.12,4.52,10.21,0.63,1.56,0.57,1.18,1.59,1.23
WSPM_0,0.96,0.96,1.02,0.91,0.95,1.14,0.93,0.79,0.98,0.7,0.64
WSPM_1,2.47,2.21,2.24,2.87,4.6,1.39,3.2,0.47,1.55,4.7,13.43
PM10_0,1.17,1.21,1.2,1.31,1.46,1.01,1.25,0.49,0.77,2.01,33.98
PM10_1,1.51,1.55,1.71,1.29,1.36,2.36,1.48,1.55,2.98,0.63,1.09
PM10_2,3.91,2.31,3.01,2.81,3.14,3.36,2.88,6.34,19.38,2.8,0.33
