,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.29,2.87,0.32,1.41,0.31,1.5,0.45,0.28,0.42,0.35,0.56
TEMP_0,2.6,0.22,1.37,0.25,1.66,0.25,0.4,0.26,0.41,0.33,0.21
PRES_0,0.31,1.46,0.27,3.87,0.31,1.24,0.43,0.28,0.42,0.32,0.42
PRES_1,1.18,0.26,3.46,0.24,1.22,0.28,0.42,0.26,0.4,0.36,0.25
DEWP_1,0.3,1.63,0.31,1.25,0.27,4.65,0.41,0.32,0.42,0.33,0.47
DEWP_0,1.27,0.25,1.11,0.28,4.39,0.24,0.43,0.22,0.4,0.36,0.24
WSPM_0,0.72,0.73,0.72,0.75,0.69,0.82,0.62,0.6,0.69,0.49,0.44
WSPM_1,0.22,0.19,0.23,0.19,0.3,0.16,0.24,0.06,0.15,0.21,0.29
PM10_0,0.52,0.55,0.56,0.53,0.56,0.53,0.49,0.26,0.33,0.75,3.74
PM10_1,0.3,0.32,0.29,0.35,0.29,0.36,0.28,0.22,0.52,0.12,0.2
PM10_2,0.13,0.05,0.1,0.06,0.11,0.06,0.06,0.08,0.35,0.06,0.01
