,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.16,0.56,0.86,1.01,1.1,0.48,1.09,0.89,1.01,0.95,0.54
TEMP_0,0.64,1.2,1.12,0.53,0.74,1.08,1.1,0.89,1.0,0.96,0.66
PRES_1,0.83,1.01,1.11,0.47,0.82,0.92,1.06,0.87,0.98,0.91,0.59
PRES_0,1.18,0.61,0.6,1.29,1.17,0.46,1.16,0.91,1.04,1.03,0.6
DEWP_1,1.07,0.7,0.87,0.94,1.12,0.38,1.08,0.76,0.94,0.99,0.59
DEWP_0,0.67,1.2,1.16,0.52,0.49,1.26,1.12,1.09,1.11,0.87,0.6
WSPM_0,0.9,0.84,0.92,0.77,0.91,0.73,1.04,0.76,0.93,0.91,0.57
WSPM_1,1.05,1.13,1.19,0.97,0.98,1.18,1.21,1.49,1.3,1.0,0.74
PM10_0,0.94,0.88,0.99,0.78,0.9,0.88,1.07,1.05,1.14,0.75,0.41
PM10_1,1.03,0.96,1.01,0.9,1.07,0.74,1.17,0.69,0.91,1.27,0.61
PM10_2,1.06,1.28,1.24,1.11,1.17,0.95,1.38,0.35,0.26,1.26,1.77
