,TEMP_1,PRES_0,PRES_1,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,1.0,0.13,1.0,0.17,0.89,0.32,0.8,0.53,0.15
PRES_0,1.0,1.0,,1.0,0.17,0.89,0.32,0.8,0.53,0.15
PRES_1,,,,,,,,,,
DEWP_1,1.0,1.0,0.13,1.0,0.2,0.89,0.32,0.8,0.53,0.15
DEWP_0,68.85,68.79,,77.25,1.3,59.98,15.25,51.14,38.94,
WSPM_0,1.12,1.12,0.15,1.12,0.22,1.0,0.38,0.9,0.58,0.17
WSPM_1,4.28,4.28,,4.28,0.49,3.84,1.13,3.31,2.55,0.61
PM10_0,1.35,1.35,0.15,1.34,0.22,1.2,0.44,1.01,0.83,0.33
PM10_1,2.53,2.53,,2.52,,2.25,0.76,2.31,1.03,0.25
PM10_2,34.69,34.66,,34.57,,30.84,11.99,34.68,15.37,1.24
