,TEMP_1,PRES_0,PRES_1,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,1.0,0.41,1.0,0.43,0.92,0.43,0.85,0.64,0.31
PRES_0,1.0,1.0,0.55,1.0,0.43,0.92,0.43,0.85,0.64,0.31
PRES_1,,,,,,,,,,
DEWP_1,1.0,1.0,0.41,1.0,0.5,0.92,0.43,0.85,0.64,0.32
DEWP_0,3.94,3.94,,4.24,0.19,3.58,1.24,3.14,2.6,
WSPM_0,1.04,1.03,0.47,1.03,0.48,0.95,0.46,0.88,0.65,0.32
WSPM_1,1.55,1.55,,1.55,0.48,1.43,0.57,1.28,1.12,0.49
PM10_0,1.09,1.09,0.37,1.09,0.45,1.0,0.48,0.88,0.79,0.55
PM10_1,1.32,1.32,,1.32,,1.21,0.53,1.24,0.67,0.28
PM10_2,2.9,2.9,,2.89,,2.65,1.14,2.88,1.6,0.23
