,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TEMP_1,,,,,,,,,,,
PRES_1,1.0,,1.06,0.16,1.0,0.79,0.99,1.02,1.04,0.94,0.94
PRES_0,1.0,,0.16,12.2,0.99,,1.11,0.68,0.47,1.78,1.79
DEWP_0,1.0,,1.0,0.99,1.0,,1.0,1.0,1.0,1.0,0.99
DEWP_1,1.0,,0.74,,,234.0,1.14,,,,
WSPM_0,1.0,,0.99,1.11,1.0,1.14,1.24,0.32,0.84,1.23,1.25
WSPM_1,1.0,,1.02,0.68,1.0,,0.32,2.91,1.46,0.34,0.31
PM10_0,1.0,,1.04,0.49,1.0,,0.82,1.5,1.61,0.18,
PM10_1,1.0,,0.95,1.73,1.0,,1.25,0.3,0.18,2.89,0.4
PM10_2,1.0,,0.94,1.83,0.99,,1.27,0.24,,0.4,7.81
