,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,0.28,1.01,0.67,1.0,0.42,1.05,1.08,1.01,1.05,0.82
TEMP_1,,,,,,,,,,,
PRES_1,1.01,0.32,1.02,0.53,1.01,0.4,1.05,1.1,1.03,1.04,0.8
PRES_0,1.31,,1.19,2.17,1.31,0.88,1.39,1.1,1.14,1.64,1.36
DEWP_0,1.0,0.31,1.01,0.67,1.0,0.4,1.05,1.08,1.02,1.05,0.82
DEWP_1,1.79,,1.84,,1.79,4.94,1.96,,,2.24,
WSPM_0,1.03,0.34,1.04,0.67,1.03,0.32,1.09,1.03,1.03,1.11,0.84
WSPM_1,1.14,,1.15,0.88,1.14,,1.16,1.46,1.22,1.15,1.1
PM10_0,1.05,0.34,1.06,0.67,1.05,,1.09,1.3,1.17,0.97,0.65
PM10_1,1.13,0.4,1.13,0.81,1.13,0.4,1.2,1.01,1.11,1.42,0.91
PM10_2,1.24,,1.24,1.0,1.24,0.58,1.33,0.71,0.7,1.43,1.87
