,TEMP_1,PRES_0,PRES_1,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.0,1.0,,1.0,57.21,1.12,4.25,1.35,2.53,34.69
PRES_0,1.0,1.0,,1.0,57.23,1.12,4.26,1.34,2.53,34.7
PRES_1,,,,,,,,,,
DEWP_1,1.0,1.0,,1.0,,1.12,4.22,1.34,2.53,34.73
DEWP_0,0.26,0.26,,,204.95,0.19,2.29,0.41,,
WSPM_0,0.96,0.96,,0.97,37.62,1.12,3.08,1.29,2.46,36.06
WSPM_1,0.62,0.62,,0.61,71.84,0.52,4.94,0.85,1.49,
PM10_0,0.91,0.91,,0.91,62.74,1.01,4.11,1.43,1.1,
PM10_1,0.73,0.73,,0.74,,0.85,2.54,0.48,3.14,26.51
PM10_2,0.31,0.31,,0.31,,0.33,,,0.84,85.93
