,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,3.51,1.41,1.41,6.08,2.49,1.24,1.36,26.47,2.62,6.15,21.88
TEMP_0,1.48,4.51,2.23,1.94,1.14,5.57,1.36,26.93,2.54,5.97,31.65
PRES_1,2.19,3.68,2.31,1.95,1.54,4.42,1.36,27.13,2.6,5.96,27.89
PRES_0,3.27,1.31,0.82,8.31,2.47,1.07,1.36,25.83,2.54,6.26,23.74
DEWP_1,3.24,1.94,1.52,5.59,2.6,1.09,1.37,22.95,2.43,6.58,26.19
DEWP_0,1.44,4.36,2.26,1.78,0.66,6.8,1.35,32.73,2.83,5.22,26.92
WSPM_0,2.61,2.81,1.78,4.14,1.93,2.99,1.37,24.17,2.51,6.29,27.28
WSPM_1,2.25,3.19,1.91,4.13,1.46,4.89,1.31,41.33,3.01,4.73,21.69
PM10_0,2.54,2.71,1.81,3.91,1.75,3.8,1.35,34.49,3.14,4.56,10.23
PM10_1,2.7,2.87,1.74,4.4,2.06,2.51,1.37,19.28,2.17,8.36,29.19
PM10_2,2.09,3.89,1.93,4.49,1.74,3.02,1.37,5.43,0.56,7.02,120.7
