,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,0.75,1.49,0.9,1.73,1.33,0.73,0.85,0.53,0.8,0.66,0.52
TEMP_0,2.12,0.6,1.92,0.71,0.9,2.53,1.0,0.67,0.97,0.93,0.61
PRES_0,0.79,1.08,0.79,2.99,1.24,0.72,0.82,0.53,0.8,0.64,0.45
PRES_1,1.96,0.72,3.99,0.54,0.94,3.34,1.06,0.67,0.98,1.03,0.85
DEWP_0,1.27,0.64,1.42,0.71,0.72,2.79,0.89,0.55,0.81,0.79,0.58
DEWP_1,0.88,1.73,0.98,2.54,2.96,0.62,0.94,0.63,0.95,0.73,0.54
WSPM_0,0.94,0.8,1.03,0.97,1.05,0.89,0.79,0.58,0.83,0.66,0.44
WSPM_1,1.23,1.1,1.43,1.21,1.17,1.48,1.13,0.58,0.92,0.95,0.92
PM10_0,1.13,0.9,1.31,0.98,1.03,1.25,0.94,0.56,0.66,1.06,2.25
PM10_1,1.06,1.01,1.16,1.25,1.29,1.0,0.96,0.65,1.28,0.63,0.52
PM10_2,2.14,1.63,2.2,2.5,2.43,2.11,1.82,1.44,4.1,1.55,0.26
