,TEMP_1,TEMP_0,PRES_1,PRES_0,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.33,0.04,0.56,0.94,1.1,0.22,0.92,0.39,0.77,0.59,0.22
TEMP_0,0.05,1.41,1.1,0.19,0.43,1.07,0.93,0.38,0.72,0.58,0.39
PRES_1,0.5,0.93,1.21,0.04,0.59,0.86,0.91,0.42,0.79,0.53,0.29
PRES_0,1.17,0.21,0.05,1.63,1.16,0.14,0.95,0.31,0.67,0.68,0.3
DEWP_1,1.02,0.38,0.61,0.86,1.25,0.03,1.0,0.19,0.64,0.71,0.31
DEWP_0,0.26,1.18,1.13,0.14,0.03,1.58,0.79,0.7,0.93,0.38,0.27
WSPM_0,0.73,0.69,0.8,0.61,0.85,0.54,1.02,0.14,0.68,0.65,0.34
WSPM_1,0.73,0.68,0.89,0.47,0.41,1.09,0.35,1.77,1.13,0.22,0.05
PM10_0,0.75,0.66,0.85,0.52,0.67,0.76,0.83,0.6,1.25,0.1,
PM10_1,0.74,0.67,0.74,0.68,0.96,0.4,1.03,0.11,0.13,1.49,0.11
PM10_2,0.53,0.9,0.79,0.61,0.83,0.56,1.07,0.04,,0.23,2.9
