,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_1,DEWP_0,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_1,1.85,0.66,1.81,0.93,1.84,0.89,1.13,3.67,1.47,2.39,5.59
TEMP_0,0.56,2.14,0.79,1.93,0.71,1.93,1.07,3.45,1.35,2.21,8.34
PRES_0,1.76,0.88,1.92,0.54,1.79,0.95,1.13,3.61,1.43,2.41,6.16
PRES_1,0.85,2.04,0.51,2.06,0.87,1.88,1.08,3.52,1.4,2.18,7.87
DEWP_1,1.77,0.85,1.78,0.93,1.93,0.49,1.14,3.26,1.42,2.42,5.89
DEWP_0,0.82,2.05,0.89,1.91,0.45,2.06,1.06,3.86,1.41,2.18,8.08
WSPM_0,1.56,1.73,1.6,1.65,1.63,1.58,1.27,3.33,1.54,2.62,8.1
WSPM_1,1.11,1.3,1.12,1.26,1.01,1.4,0.79,4.17,1.24,1.77,5.23
PM10_0,1.45,1.57,1.44,1.55,1.44,1.55,1.12,4.17,1.73,1.7,3.59
PM10_1,1.28,1.4,1.34,1.3,1.33,1.29,1.02,2.67,0.97,2.84,5.93
PM10_2,0.68,1.2,0.8,1.08,0.75,1.08,0.72,1.33,0.23,1.42,11.97
