,TEMP_0,TEMP_1,PRES_1,PRES_0,DEWP_0,DEWP_1,WSPM_0,WSPM_1,PM10_0,PM10_1,PM10_2
TEMP_0,1.0,,0.97,0.43,1.0,0.15,0.85,0.56,0.81,0.6,0.48
TEMP_1,,,,,,,,,,,
PRES_1,1.05,0.13,1.0,0.72,1.05,0.19,0.9,0.58,0.84,0.65,0.52
PRES_0,7.39,,10.39,1.04,7.43,,6.23,4.52,7.48,3.49,2.51
DEWP_0,1.0,0.13,0.97,0.43,1.0,0.19,0.85,0.56,0.81,0.6,0.48
DEWP_1,79.44,,71.35,,86.45,1.21,68.85,,,42.37,
WSPM_0,1.25,0.14,1.22,0.49,1.25,0.16,1.01,0.89,1.09,0.68,0.53
WSPM_1,2.73,,2.62,1.63,2.73,,2.8,1.06,1.88,2.76,2.82
PM10_0,1.49,0.15,1.43,0.89,1.49,,1.3,0.72,1.02,1.29,2.77
PM10_1,2.52,,2.49,0.81,2.52,0.25,2.06,1.97,2.9,1.05,1.09
PM10_2,5.18,,5.09,1.77,5.17,0.39,4.28,3.88,8.62,3.18,1.06
